Contracting Agency ID,Contracting Agency Name,Contracting Office ID,Contracting Office Name,Country Where Award was Issued,Funding Agency ID,Funding Agency Name,Funding Department Name,Funding Office ID,Funding Office Name,Is Funded by Foreign Entity (Foreign Funding) Code,Inherently Governmental Description,Inherently Governmental Function,IDV Department ID,IDV Department Name,Referenced IDV Agency ID,(Program Acronym),IDV Program Acronym,PIID,Referenced  IDV PIID,Solicitation ID,Fiscal Year,Date Signed,Effective Date,Completion Date,Est. Ultimate Completion Date,(Last Date To Order),Type of Contract,Type of Set Aside,NAICS Code,NAICS Description,Principal Place of Performance City Name,Principal Place of Performance State Code,Extent Competed,Award or IDV Type,SBIR STTR,Vendor Name,DUNS Number,Zip,(Website URL),Email Address,Number of Offers Received,Modification Number,Reason For Modification Description,Transaction Number,Other Than Full and Open Competition,Performance Based Service Acquisition Code,Solicitation Procedures,Cost or Pricing Data,A-76 Action Code,(Type of IDC),Pre Award FBO Synopsis,Base and All Options Value (Total Contract Value),Action Obligation,Actions
1406,DEPARTMENTAL OFFICES,4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7529,NATIONAL INSTITUTES OF HEALTH,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",261,"NIH, NCI, OD OM OA OFC ACQUISITIONS",X,CRITICAL FUNCTIONS,CT        ,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7529,N/A,CIO-SP3SB SB,IND14PD00826,HHSN316201200117W,,2014,9/23/2014,9/23/2014,7/27/2015,7/27/2019,,LABOR HOURS,SMALL BUSINESS SET ASIDE - TOTAL,541512,COMPUTER SYSTEMS DESIGN SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,DELIVERY ORDER,,"ATTAIN, LLC",831112466,221826216,,N/A,9,2,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,"$671,833.77 ",1
1406,DEPARTMENTAL OFFICES,4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7529,NATIONAL INSTITUTES OF HEALTH,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",261,"NIH, NCI, OD OM OA OFC ACQUISITIONS",X,CRITICAL FUNCTIONS,CT        ,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7529,N/A,CIO-SP3SB SB,IND14PD00826,HHSN316201200117W,,2015,2/20/2015,2/20/2015,7/27/2015,7/27/2019,,LABOR HOURS,SMALL BUSINESS SET ASIDE - TOTAL,541512,COMPUTER SYSTEMS DESIGN SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,DELIVERY ORDER,,"ATTAIN, LLC",831112466,221024893,,N/A,9,3,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,"$25,087.60 ",1
1406,DEPARTMENTAL OFFICES,4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7529,NATIONAL INSTITUTES OF HEALTH,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",261,"NIH, NCI, OD OM OA OFC ACQUISITIONS",X,CRITICAL FUNCTIONS,CT        ,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7529,N/A,CIO-SP3SB SB,IND14PD00826,HHSN316201200117W,,2015,4/6/2015,4/6/2015,7/27/2015,7/27/2019,,LABOR HOURS,SMALL BUSINESS SET ASIDE - TOTAL,541512,COMPUTER SYSTEMS DESIGN SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,DELIVERY ORDER,,"ATTAIN, LLC",831112466,221024893,,N/A,9,4,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,($62.48),1
1406,DEPARTMENTAL OFFICES,4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7529,NATIONAL INSTITUTES OF HEALTH,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",261,"NIH, NCI, OD OM OA OFC ACQUISITIONS",X,CRITICAL FUNCTIONS,CT        ,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7529,N/A,CIO-SP3SB SB,IND14PD00826,HHSN316201200117W,,2015,6/11/2015,6/11/2015,7/27/2015,7/27/2019,,LABOR HOURS,SMALL BUSINESS SET ASIDE - TOTAL,541512,COMPUTER SYSTEMS DESIGN SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,DELIVERY ORDER,,"ATTAIN, LLC",831112466,221024893,,N/A,9,5,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,"$83,370.63 ",1
1406,DEPARTMENTAL OFFICES,4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7529,NATIONAL INSTITUTES OF HEALTH,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",261,"NIH, NCI, OD OM OA OFC ACQUISITIONS",X,CRITICAL FUNCTIONS,CT        ,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7529,N/A,CIO-SP3SB SB,IND14PD00826,HHSN316201200117W,,2015,7/1/2015,6/25/2015,7/27/2015,7/27/2019,,LABOR HOURS,SMALL BUSINESS SET ASIDE - TOTAL,541512,COMPUTER SYSTEMS DESIGN SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,DELIVERY ORDER,,"ATTAIN, LLC",831112466,221024893,,N/A,9,6,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,"$163,180.57 ",1
1406,DEPARTMENTAL OFFICES,4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7529,NATIONAL INSTITUTES OF HEALTH,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",261,"NIH, NCI, OD OM OA OFC ACQUISITIONS",X,CRITICAL FUNCTIONS,CT        ,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7529,N/A,CIO-SP3SB SB,IND14PD00826,HHSN316201200117W,,2015,7/16/2015,7/16/2015,7/27/2015,7/27/2019,,LABOR HOURS,SMALL BUSINESS SET ASIDE - TOTAL,541512,COMPUTER SYSTEMS DESIGN SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,DELIVERY ORDER,,"ATTAIN, LLC",831112466,221024893,,N/A,9,7,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,"($78,984.75)",$0.00 ,1
1406,DEPARTMENTAL OFFICES,4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7529,NATIONAL INSTITUTES OF HEALTH,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",261,"NIH, NCI, OD OM OA OFC ACQUISITIONS",X,CRITICAL FUNCTIONS,CT        ,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7529,N/A,CIO-SP3SB SB,IND14PD00826,HHSN316201200117W,,2015,7/27/2015,7/27/2015,7/27/2016,7/27/2019,,LABOR HOURS,SMALL BUSINESS SET ASIDE - TOTAL,541512,COMPUTER SYSTEMS DESIGN SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,DELIVERY ORDER,,"ATTAIN, LLC",831112466,221024893,,N/A,9,8,EXERCISE AN OPTION,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,"$3,835,821.95 ",1
1406,DEPARTMENTAL OFFICES,4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7529,NATIONAL INSTITUTES OF HEALTH,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",261,"NIH, NCI, OD OM OA OFC ACQUISITIONS",X,CRITICAL FUNCTIONS,CT        ,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7529,N/A,CIO-SP3SB SB,IND14PD00826,HHSN316201200117W,,2015,8/3/2015,8/3/2015,7/27/2016,7/27/2019,,LABOR HOURS,SMALL BUSINESS SET ASIDE - TOTAL,541512,COMPUTER SYSTEMS DESIGN SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,DELIVERY ORDER,,"ATTAIN, LLC",831112466,221024893,,N/A,9,9,OTHER ADMINISTRATIVE ACTION,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,"($233,082.62)",1
1406,DEPARTMENTAL OFFICES,4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7529,NATIONAL INSTITUTES OF HEALTH,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",261,"NIH, NCI, OD OM OA OFC ACQUISITIONS",X,OTHER FUNCTIONS,OT        ,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7529,N/A,CIO-SP3SB SB,IND15PD01180,HHSN316201300006W,,2015,9/11/2015,9/13/2015,9/12/2016,9/12/2020,,TIME AND MATERIALS,SMALL BUSINESS SET ASIDE - TOTAL,541512,COMPUTER SYSTEMS DESIGN SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,DELIVERY ORDER,,"MEDICAL SCIENCE & COMPUTING, LLC",24775638,208523012,,N/A,1,0,,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,"$24,464,627.62 ","$3,300,000.00 ",1
1406,DEPARTMENTAL OFFICES,4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7529,NATIONAL INSTITUTES OF HEALTH,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",261,"NIH, NCI, OD OM OA OFC ACQUISITIONS",X,OTHER FUNCTIONS,OT        ,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7529,N/A,CIO-SP3SB SB,IND15PD01180,HHSN316201300006W,,2015,9/17/2015,9/17/2015,9/12/2016,9/12/2020,,TIME AND MATERIALS,SMALL BUSINESS SET ASIDE - TOTAL,541512,COMPUTER SYSTEMS DESIGN SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,DELIVERY ORDER,,"MEDICAL SCIENCE & COMPUTING, LLC",24775638,208523012,,N/A,1,1,OTHER ADMINISTRATIVE ACTION,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,$0.00 ,1
1406,DEPARTMENTAL OFFICES,4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7529,NATIONAL INSTITUTES OF HEALTH,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",310,"CIT R&D CONTRACTS MANAGEMENT BRANCH, NLM, NIH",X,CRITICAL FUNCTIONS,CT,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,IND14PD00735,GS35F0046N,,2014,8/8/2014,7/25/2014,6/19/2015,6/19/2019,,TIME AND MATERIALS,SMALL BUSINESS SET ASIDE - TOTAL,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,FULL AND OPEN COMPETITION,DELIVERY ORDER,,"MIND OVER MACHINES, INC.",796126266,210936000,,N/A,34,1,OTHER ADMINISTRATIVE ACTION,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,"$68,006,715.00 ",$0.00 ,1
1406,DEPARTMENTAL OFFICES,4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7529,NATIONAL INSTITUTES OF HEALTH,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",310,"CIT R&D CONTRACTS MANAGEMENT BRANCH, NLM, NIH",X,CRITICAL FUNCTIONS,CT,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,IND14PD00735,GS35F0046N,,2015,3/2/2015,3/2/2015,6/19/2015,6/19/2019,,TIME AND MATERIALS,SMALL BUSINESS SET ASIDE - TOTAL,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,FULL AND OPEN COMPETITION,DELIVERY ORDER,,"MIND OVER MACHINES, INC.",796126266,210936000,,N/A,34,2,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,$0.00 ,1
1406,DEPARTMENTAL OFFICES,4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7529,NATIONAL INSTITUTES OF HEALTH,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",310,"CIT R&D CONTRACTS MANAGEMENT BRANCH, NLM, NIH",X,CRITICAL FUNCTIONS,CT,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,IND14PD00735,GS35F0046N,,2015,6/19/2015,4/3/2015,6/19/2016,6/19/2019,,TIME AND MATERIALS,SMALL BUSINESS SET ASIDE - TOTAL,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,BETHESDA,MD,FULL AND OPEN COMPETITION,DELIVERY ORDER,,"MIND OVER MACHINES, INC.",796126266,210936000,,N/A,34,3,FUNDING ONLY ACTION,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,"$1,448,368.76 ","$1,448,368.76 ",1
1406,"OFFICE OF POLICY, MANAGEMENT, AND BUDGET",4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7522,SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",100,"DEPT OF HHS/ALC, DRUG ABUSE AND MNTL HLTH",X,CLOSELY ASSOCIATED,CL,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,GWAC - ALLIANT SMALL BUSN,IND15PD01162,GS06F0624Z,,2016,12/17/2015,12/17/2015,9/3/2016,9/3/2020,,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,541512,COMPUTER SYSTEMS DESIGN SERVICES,GERMANTOWN,MD,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,DELIVERY ORDER,,"1 SOURCE CONSULTING, INC.",127896384,208749121,,N/A,7,2,OTHER ADMINISTRATIVE ACTION,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,$0.00 ,1
1406,"OFFICE OF POLICY, MANAGEMENT, AND BUDGET",4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7529,NATIONAL INSTITUTES OF HEALTH,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",310,"CIT R&D CONTRACTS MANAGEMENT BRANCH, NLM, NIH",X,OTHER FUNCTIONS,OT,4700,GENERAL SERVICES ADMINISTRATION,4732,N/A,,IND14PD00717,GS35F088AA,,2015,5/19/2015,5/19/2015,1/20/2016,1/20/2020,,TIME AND MATERIALS,NO SET ASIDE USED.,541512,COMPUTER SYSTEMS DESIGN SERVICES,BETHESDA,MD,FULL AND OPEN COMPETITION,DELIVERY ORDER,,"SRA INTERNATIONAL, INC.",97779698,220334232,,N/A,4,4,OTHER ADMINISTRATIVE ACTION,0,,Y,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,$0.00 ,1
1406,"OFFICE OF POLICY, MANAGEMENT, AND BUDGET",4,IBC ACQUISITION SERVICES DIRECTORATE,USA,7529,NATIONAL INSTITUTES OF HEALTH,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",310,"CIT R&D CONTRACTS MANAGEMENT BRANCH, NLM, NIH",X,OTHER FUNCTIONS,OT,4700,GENERAL SERVICES ADMINISTRATION,4732,N/A,,IND14PD00717,GS35F088AA,,2015,8/31/2015,8/19/2015,1/20/2016,1/20/2020,,TIME AND MATERIALS,NO SET ASIDE USED.,541512,COMPUTER SYSTEMS DESIGN SERVICES,BETHESDA,MD,FULL AND OPEN COMPETITION,DELIVERY ORDER,,"SRA INTERNATIONAL, INC.",97779698,220334232,,N/A,4,5,FUNDING ONLY ACTION,0,,Y,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,"$1,028,768.64 ","$1,028,768.64 ",1
1406,"OFFICE OF POLICY, MANAGEMENT, AND BUDGET",4,INTERIOR BUSINESS CENTER,USA,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF","HEALTH AND HUMAN SERVICES, DEPARTMENT OF",100,DEPT OF HHS,X,CRITICAL FUNCTIONS,CT        ,4700,GENERAL SERVICES ADMINISTRATION,4732,N/A,,IND14PD00949,GS35F0628Y,D12PS00285,2014,8/8/2014,8/6/2014,8/5/2015,8/5/2019,,TIME AND MATERIALS,NO SET ASIDE USED.,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,WASHINGTON,DC,FULL AND OPEN COMPETITION,DELIVERY ORDER,,"MERLIN INTERNATIONAL, INC.",73521101,801125324,,N/A,15,0,,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,"$89,498,499.20 ","$3,119,775.28 ",1
